米糕	0	,,,
炎炎	0	,,,,
迷迷糊糊	0	,,,,
熒熒	0	,,,,
燦爛	0	,,,/
燃燒品	0	,,,;
燃料	0	,,,f
燃料庫	0	,,,n
燃燒物	0	,,,o
燃燒	0	,,,s
燃燒彈	0	,,,t
火燭	0	,,/
烽煙四起	0	,,/r
炎夏	0	,,a.
燃眉	0	,,bj
火燒眉毛	0	,,bl
米糠	0	,,c
炎涼	0	,,cc
燃放	0	,,h.
糕餅	0	,,if
糕餅店	0	,,in
米粉	0	,,j
燻肉	0	,,jk
火燒島	0	,,l
炊煙裊裊	0	,,ll
燈火管制	0	,,lo
燦然	0	,,m,
炮烙之刑	0	,,na
糟糠之妻	0	,,na
火焰	0	,,o
燃點	0	,,p;
糕點	0	,,p;
炎暑	0	,,pp
烽火連三月	0	,,qa
鶯歌鎮	0	,,qi
鶯歌	0	,,qk
熒惑	0	,,qn
粒粒皆辛苦	0	,,qy
米糧	0	,,r
炎熱	0	,,r,
炎黃	0	,,rk
鶯鶯燕燕	0	,,rr
燃起	0	,,rs
火炕	0	,,s
火燒	0	,,s
火炬	0	,,t
炎陽	0	,,t.
火爐	0	,,u
火熾	0	,,x
炎風	0	,,x
爐火純青	0	,,xr
米粒	0	,,y
炎帝	0	,,yd
炳燭夜遊	0	,,yh
燉爛	0	,.,/
燉雞	0	,..y
敉平	0	,.ai
敝履	0	,.b.
敝屣	0	,.bc
敝處	0	,.es
粉身碎骨	0	,.gm
敝舍	0	,.i;
燉肉	0	,.jk
敝人	0	,.k
敝公司	0	,.kg
敝寓	0	,.nm
敝國	0	,.px
精衛填海	0	,.rc
敝地	0	,.rs
敝姓	0	,.wr
火雞	0	,.y
敝友	0	,.zb
螢火蟲	0	,/,/
爛爛	0	,/,/
爛糊	0	,/,u
煉乳	0	,/.s
爛醉	0	,/af
螢光燈	0	,/c,
爛漫	0	,/cb
螢光幕	0	,/cf
燭淚	0	,/ch
煉油廠	0	,/cn
爛泥	0	,/cq
螢光	0	,/cs
燭光	0	,/cs
螢光板	0	,/cv
螢幕	0	,/fd
燭蕊	0	,/fn
燭花	0	,/fq
螢石	0	,/g
煉金	0	,/i
煉金術	0	,/i.
煉鋼業	0	,/ic
煉鋼	0	,/id
煉鋼廠	0	,/in
煉鐵	0	,/ix
煉丹	0	,/jy
爛然	0	,/m,
爛賬	0	,/mx
燈蛾撲火	0	,/o,
爛攤子	0	,/og
煉製	0	,/ox
燭照	0	,/p,
燭臺	0	,/rr
爛好人	0	,/wk
爛熟	0	,/y,
火口	0	,;
營火	0	,;,
糖糕	0	,;,,
炯炯	0	,;,;
營營	0	,;,;
糖類	0	,;,m
熔爐	0	,;,u
糖精	0	,;,u
火器	0	,;;
炯戒	0	,;ax
糖尿病	0	,;bh
粘濕	0	,;c,
營業處	0	,;ce
營業稅	0	,;cl
營業額	0	,;cn
糖業	0	,;cv
營業	0	,;cv
營業部	0	,;cy
火中	0	,;d
熔岩	0	,;dg
營救	0	,;f.
營求	0	,;fh
焙乾	0	,;fs
焙茶	0	,;fv
營房	0	,;gh
熔合	0	,;i;
營養液	0	,;ic
烙餅	0	,;if
營養學	0	,;io
營養量	0	,;ip
營養素	0	,;ir
烙鐵	0	,;ix
營養	0	,;ix
熔解	0	,;jf
營運	0	,;jn
熔化為	0	,;kh
糖分	0	,;kj
熔化	0	,;kq
營利	0	,;le
營利性	0	,;ln
營私	0	,;lx
炯然	0	,;m,
糖廠	0	,;n.
熔度	0	,;nb
營造業	0	,;oc
烙印	0	,;oj
營造	0	,;on
營造廠	0	,;on
營生	0	,;or
熔接	0	,;ow
營造商	0	,;oy
熔點	0	,;p;
糖果	0	,;pv
營長	0	,;qx
粘土	0	,;r
精忠報國	0	,;rp
營地	0	,;rs
鶯啼燕語	0	,;ry
營建	0	,;tb
營繕	0	,;x;
糖漿	0	,;xc
熔劑	0	,;ye
糖衣	0	,;yx
粗糲	0	,a,m
粗糙	0	,a,n
粗獷	0	,a.k
火舌	0	,a;
粗鄙	0	,a;t
粗通	0	,abn
粗活	0	,ac;
粗劣	0	,acb
粗淺	0	,acx
火刑	0	,ae
粗鹵	0	,aeh
勞資關係	0	,aek
粗疏	0	,ago
火球	0	,ah
粗人	0	,ak
粗俗	0	,ak;
勞資雙方	0	,akh
粗笨	0	,ala
粗心	0	,an
粗製品	0	,ao;
粗重	0	,aop
勞而無功	0	,aoq
粗製	0	,aox
粗略	0	,ap;
粗暴	0	,apc
粗野	0	,apd
粗工	0	,aq
粗魯	0	,aup
粗紡	0	,axh
粗線條	0	,axk
粗細	0	,axp
粗壯	0	,axr
勞資糾紛	0	,axx
粗豪	0	,ay.
粗話	0	,ay;
粗率	0	,ayf
粗大	0	,az
粗布	0	,azd
火力	0	,b
煽火	0	,b,
勞煩	0	,b,m
勞役	0	,b.b
煽亂	0	,b.s
勞形	0	,ba.
勞資	0	,bam
勞頓	0	,bam
勞力	0	,bb
勞駕	0	,bb,
勞務	0	,bbb
勞力士	0	,bbr
火力發電廠	0	,bbz
勞苦	0	,bf;
勞碌	0	,bgc
勞碌命	0	,bgi
勞瘁	0	,bhf
勞軍	0	,bjq
火力集中	0	,bk;
勞保局	0	,bkb
勞作	0	,bke
勞倦	0	,bks
勞保	0	,bkv
精力過人	0	,bmk
勞心	0	,bn
勞力密集	0	,bnk
煽情	0	,bnu
勞動	0	,bob
勞動力	0	,bob
煽動	0	,bob
勞動節	0	,bol
勞動者	0	,bor
勞累	0	,bpx
精力旺盛	0	,bpz
勞工	0	,bq
煽惑	0	,bqn
勞改	0	,bt.
勞民	0	,bts
勞績	0	,bxm
勞神	0	,byd
粗眉大眼	0	,bzj
爆炸力	0	,c,b
爆炸	0	,c,e
爆米花	0	,c,f
爆炸性	0	,c,n
爆炸物	0	,c,o
燎炬	0	,c,t
米湯	0	,c.
糠蝦	0	,c/b
火海戰術	0	,c;.
爆裂聲	0	,car
爆裂	0	,cax
爆發	0	,cbb
火漆	0	,cc
營業牌照	0	,cdp
火油	0	,cf
爆破	0	,cgb
粽子	0	,cgf
爆仗	0	,ckk
爆竹	0	,cl
爆性	0	,cnr
營業年度	0	,con
火酒	0	,cp
米酒	0	,cp
火光	0	,cs
蹩腳	0	,cuj
火海	0	,cz
燎原	0	,czc
燎髮	0	,czh
煙消雲散	0	,czr
火山	0	,d
火山爆發	0	,d,b
火山口	0	,d;
火山岩	0	,dd
幣值	0	,dka
火山島	0	,dl
幣帛	0	,dld
幣制	0	,doe
火山灰	0	,dz
糯米	0	,e,
炸糕	0	,e,,
炸燬	0	,e,b
炸雞	0	,e.y
火上	0	,ea
炸死	0	,eaq
炸裂	0	,eax
火上加油	0	,ebc
炸油條	0	,eck
炸藥	0	,efv
火柴盒	0	,ei
炸傷	0	,ek.
炸丸子	0	,elg
糯稻	0	,elo
炸毀	0	,eob
炸彈	0	,etf
火柴	0	,ev
炸醬	0	,exp
烽火	0	,f,
犖犖	0	,f,f
烽火臺	0	,f,r
烽煙	0	,f,r
烽火台	0	,f,x
米蘭	0	,f/
火藥味	0	,f;
料中	0	,f;d
弊政	0	,fa.
料到	0	,fae
料理	0	,far
粗茶淡飯	0	,fci
料峭	0	,fdu
火葬	0	,ff
料子	0	,fgf
弊病	0	,fhk
料算	0	,flf
烤麵包機	0	,flv
火藥庫	0	,fn
弊害	0	,fn;
榮華富貴	0	,fn;
料度	0	,fnb
料定	0	,fnc
焊接	0	,fow
火苗	0	,fp
料量	0	,fpr
火花	0	,fq
勞苦功高	0	,fqy
火葬場	0	,fr
火藥	0	,fv
料想	0	,fvn
火警	0	,fy
弊端	0	,fye
火石	0	,g
烤火	0	,g,
烤爐	0	,g,u
烤架	0	,gbv
烤麵包	0	,gfl
烤肉	0	,gjk
烤焦	0	,gk,
烤箱	0	,glj
彆扭	0	,gor
烤鴨	0	,gp,
煤礦工人	0	,gqk
火砲	0	,gs
灼爛	0	,h,/
灼灼	0	,h,h
精疲力竭	0	,hby
瑩澤	0	,hcf
瑩潤	0	,hcr
瑩潔	0	,hcx
糰子	0	,hgf
灼痛	0	,hhf
灼見	0	,hjs
灼傷	0	,hk.
灼然	0	,hm,
灼熱	0	,hr,
燈火	0	,i,
燈罩	0	,i/f
燈蛾	0	,i/x
火鍋	0	,i;
燈號	0	,i;s
火鉗	0	,ia
燈下	0	,iac
燈盞	0	,iau
米飯	0	,ib
燈架	0	,ibv
燈油	0	,icf
燈光	0	,ics
燈泡	0	,ics
精益求精	0	,if,
燈花	0	,ifq
火首	0	,ij
營養作用	0	,ikj
燈節	0	,ilj
燈籠	0	,ilq
燈籠褲	0	,ily
燈心	0	,in
燈心草	0	,inf
燈座	0	,inr
燈心絨	0	,inx
迷途知返	0	,ioz
燈頭	0	,iqm
燈塔	0	,ir;
燈臺	0	,irr
米食	0	,ix
燈謎	0	,iyn
粉飾太平	0	,iza
火燄	0	,j,
粉彩	0	,j..
粉蝶	0	,j/v
粉面	0	,jae
瞥一眼	0	,jaj
粉刷	0	,jbe
粉碎	0	,jgf
粉金	0	,ji
粉飾	0	,jid
粉餅	0	,jif
粉盒	0	,jiu
瞥見	0	,jjs
瞥眼	0	,jjx
粉黛	0	,jk,
粉條	0	,jkv
粉筆	0	,jlf
粉白	0	,jlp
火急	0	,jn
粉底	0	,jna
粉撲	0	,joz
粉墨	0	,jpr
米色	0	,js
粉末	0	,jva
粉刺	0	,jve
粉末狀	0	,jvx
粉牆	0	,jx;
粉紅	0	,jxq
粉絲	0	,jxx
瞥視	0	,jys
粉膏	0	,jyu
勞逸不均	0	,jzr
炊火	0	,k,
炳燭	0	,k,/
烘焙	0	,k,;
烘烤	0	,k,g
烘烘	0	,k,k
炊煙	0	,k,r
烘爐	0	,k,u
火傷	0	,k.
火候未到	0	,kaa
糖化酵素	0	,kar
火併	0	,kf
烘乾	0	,kfs
烘乾機	0	,kfv
炊飯	0	,kib
烘焦	0	,kk,
糞便	0	,kk.
糞化石	0	,kkg
烘箱	0	,klj
糞箕	0	,klk
炊爨	0	,ko,
烘托	0	,koq
烘製	0	,kox
火化	0	,kq
炊事	0	,kqd
炊事兵	0	,kqo
糞土	0	,kr
烘培	0	,kr;
糞坑	0	,krs
糞壤	0	,krx
糞堆	0	,kry
火盆	0	,ku
炊具	0	,kuk
炊婦	0	,kwd
火伕	0	,kz
火候	0	,kz
火箭炮	0	,l,
炒米	0	,l,
炒栗子	0	,lag
火箭	0	,le
炒麵	0	,lfe
炒菜	0	,lfv
火箭砲	0	,lg
炒蛋	0	,lg/
炒飯	0	,lib
營私舞弊	0	,lo,
勞師動眾	0	,lo/
火種	0	,lp
營利事業所得稅	0	,lqc
炒地皮	0	,lrt
煩勞	0	,m,b
類別	0	,m;e
煩死人	0	,mak
類聚	0	,mak
煩瑣	0	,mam
類型	0	,mar
煥然一新	0	,may
煩悶	0	,men
煩碎	0	,mgf
類同	0	,mjq
煩冗	0	,mjs
類似	0	,mkk
煩心	0	,mn
煩惱	0	,mn.
煩擾	0	,mo.
類推	0	,moy
類比	0	,mqq
煩熱	0	,mr,
煩躁	0	,msv
煩絮	0	,mwx
煩言	0	,my
煩請	0	,myu
煩雜	0	,myy
熄火	0	,n,
糙米	0	,n,
熄燈	0	,n,i
迷迷	0	,n,n
迷糊	0	,n,u
迷亂	0	,n.s
米店	0	,n;
迷魂湯	0	,nac
迷魂藥	0	,naf
迷魂陣	0	,nat
迷魂	0	,nax
迷湯	0	,nc.
迷濛	0	,nc.
迷漫	0	,ncb
迷津	0	,ncf
熄滅	0	,ncx
榮宗耀祖	0	,ncy
迷夢	0	,nfm
迷藏	0	,nfx
燧石	0	,ng
迷途	0	,nin
迷罔	0	,njs
迷人	0	,nk
迷你	0	,nkc
燧人氏	0	,nko
迷住	0	,nkr
迷你裙	0	,nky
迷信	0	,nky
迷航	0	,nls
迷宮	0	,nn;
迷惘	0	,nns
憋氣	0	,no,
迷失	0	,noz
迷惑	0	,nqn
火性	0	,nr
迷路	0	,ns;
遴選	0	,ntn
迷陣	0	,ntq
迷幻藥	0	,nxf
迷戀	0	,nyn
迷離	0	,nyy
迷霧	0	,nzb
憋不住	0	,nzk
火氣	0	,o,
焰火	0	,o,
粗製濫造	0	,oco
火拼	0	,of
榮譽軍人	0	,ojk
煤氣公司	0	,okg
勞動基準法	0	,orc
火把	0	,os
勞動改造	0	,oto
幣制改革	0	,otr
精打細算	0	,oxl
糟糕	0	,p,,
糟糠	0	,p,c
糟粕	0	,p,p
熠熠	0	,p,p
熠燿	0	,p,y
粉墨登場	0	,pbr
糟了	0	,pgd
燴飯	0	,pib
糟透了	0	,plg
火星塞	0	,pn
火星	0	,pr
糟蹋	0	,psb
鄰里鄉黨	0	,psc
精明強幹	0	,ptf
精明能幹	0	,pxf
火車	0	,q
燐火	0	,q,
火攻	0	,q.
火車票	0	,qa
燐光	0	,qcs
火輪	0	,qf
斃命	0	,qij
火頭軍	0	,qj
煽惑人心	0	,qkn
勞工保險	0	,qkt
勞工保險局	0	,qkt
火頭	0	,qm
火車時刻表	0	,qpy
火車頭	0	,qq
燐肥	0	,qus
料事如神	0	,qwy
火車站	0	,qy
斃敵	0	,qy.
弊車羸馬	0	,qyg
火熱	0	,r,
煙火	0	,r,
煌煌	0	,r,r
煙煤	0	,r,v
火場	0	,r.
糧行	0	,r.d
煙嘴	0	,r;j
火勢	0	,rb
煙屁股	0	,rbu
煙蒂	0	,rfd
煙幕	0	,rfd
煙草	0	,rff
糧草	0	,rff
煙花	0	,rfq
煙花巷	0	,rfr
煙幕彈	0	,rft
糧戶	0	,rg
炎黃子孫	0	,rgg
煙斗	0	,rhf
煙癮	0	,rhn
糧餉	0	,ri;
糧食局	0	,rib
糧食	0	,rix
勞燕分飛	0	,rks
煙袋	0	,rkx
煙囟	0	,rl.
煙囪	0	,rlh
炷香	0	,rlp
煙筒	0	,rlq
